Date,Flow,EFC,Desc,Interpolation?
5/3/1947,6.83,1.0,low flow,Interpolated Data
5/4/1947,6.83,1.0,low flow,Interpolated Data
5/5/1947,6.83,1.0,low flow,Interpolated Data
5/6/1947,6.83,1.0,low flow,Interpolated Data
5/7/1947,6.83,1.0,low flow,Interpolated Data
5/8/1947,6.83,1.0,low flow,Interpolated Data
5/9/1947,6.83,1.0,low flow,Interpolated Data
5/10/1947,6.83,1.0,low flow,Interpolated Data
5/11/1947,6.83,1.0,low flow,Interpolated Data
5/12/1947,6.83,1.0,low flow,Interpolated Data
5/13/1947,6.83,1.0,low flow,Interpolated Data
5/14/1947,6.83,1.0,low flow,Interpolated Data
5/15/1947,6.83,1.0,low flow,Interpolated Data
5/16/1947,6.83,1.0,low flow,Interpolated Data
5/17/1947,6.83,1.0,low flow,Interpolated Data
5/18/1947,6.83,1.0,low flow,Interpolated Data
5/19/1947,6.83,1.0,low flow,Interpolated Data
5/20/1947,6.83,1.0,low flow,Interpolated Data
5/21/1947,6.83,1.0,low flow,Interpolated Data
5/22/1947,6.83,1.0,low flow,Interpolated Data
5/23/1947,6.83,1.0,low flow,Interpolated Data
5/24/1947,6.83,1.0,low flow,Interpolated Data
5/25/1947,6.83,1.0,low flow,Interpolated Data
5/26/1947,6.83,1.0,low flow,Interpolated Data
5/27/1947,6.83,1.0,low flow,Interpolated Data
5/28/1947,6.83,1.0,low flow,Interpolated Data
5/29/1947,6.83,1.0,low flow,Interpolated Data
5/30/1947,6.83,1.0,low flow,Interpolated Data
5/31/1947,6.83,1.0,low flow,Interpolated Data
6/1/1947,6.83,1.0,low flow,Interpolated Data
6/2/1947,6.83,1.0,low flow,Interpolated Data
6/3/1947,6.83,1.0,low flow,Interpolated Data
6/4/1947,6.83,1.0,low flow,Interpolated Data
6/5/1947,6.83,1.0,low flow,Interpolated Data
6/6/1947,6.83,1.0,low flow,Interpolated Data
6/7/1947,6.83,1.0,low flow,Interpolated Data
6/8/1947,6.83,1.0,low flow,Interpolated Data
6/9/1947,6.83,1.0,low flow,Interpolated Data
6/10/1947,6.83,1.0,low flow,Interpolated Data
6/11/1947,6.83,1.0,low flow,Interpolated Data
6/12/1947,6.83,1.0,low flow,Interpolated Data
6/13/1947,6.83,1.0,low flow,Interpolated Data
6/14/1947,6.83,1.0,low flow,Interpolated Data
6/15/1947,6.83,1.0,low flow,Interpolated Data
6/16/1947,6.83,1.0,low flow,Interpolated Data
6/17/1947,6.83,1.0,low flow,Interpolated Data
6/18/1947,6.83,1.0,low flow,Interpolated Data
6/19/1947,6.83,1.0,low flow,Interpolated Data
6/20/1947,6.83,1.0,low flow,Interpolated Data
6/21/1947,6.83,1.0,low flow,Interpolated Data
6/22/1947,6.83,1.0,low flow,Interpolated Data
6/23/1947,6.83,1.0,low flow,Interpolated Data
6/24/1947,6.83,1.0,low flow,Interpolated Data
6/25/1947,6.83,1.0,low flow,Interpolated Data
6/26/1947,6.83,1.0,low flow,Interpolated Data
6/27/1947,6.83,1.0,low flow,Interpolated Data
6/28/1947,6.83,1.0,low flow,Interpolated Data
6/29/1947,6.83,1.0,low flow,Interpolated Data
6/30/1947,6.83,1.0,low flow,Interpolated Data
7/1/1947,6.83,1.0,low flow,Interpolated Data
7/2/1947,6.83,1.0,low flow,Interpolated Data
7/3/1947,6.83,1.0,low flow,Interpolated Data
7/4/1947,6.83,1.0,low flow,Interpolated Data
7/5/1947,6.83,1.0,low flow,Interpolated Data
7/6/1947,6.83,1.0,low flow,Interpolated Data
7/7/1947,6.83,1.0,low flow,Interpolated Data
7/8/1947,6.83,1.0,low flow,Interpolated Data
7/9/1947,6.83,1.0,low flow,Interpolated Data
7/10/1947,6.83,1.0,low flow,Interpolated Data
7/11/1947,6.83,1.0,low flow,Interpolated Data
7/12/1947,6.83,1.0,low flow,Interpolated Data
7/13/1947,6.83,1.0,low flow,Interpolated Data
7/14/1947,6.83,1.0,low flow,Interpolated Data
7/15/1947,6.83,1.0,low flow,Interpolated Data
7/16/1947,6.83,1.0,low flow,Interpolated Data
7/17/1947,6.83,1.0,low flow,Interpolated Data
7/18/1947,6.83,1.0,low flow,Interpolated Data
7/19/1947,6.83,1.0,low flow,Interpolated Data
7/20/1947,6.83,1.0,low flow,Interpolated Data
7/21/1947,6.83,1.0,low flow,Interpolated Data
7/22/1947,6.83,1.0,low flow,Interpolated Data
7/23/1947,6.83,1.0,low flow,Interpolated Data
7/24/1947,6.83,1.0,low flow,Interpolated Data
7/25/1947,6.83,1.0,low flow,Interpolated Data
7/26/1947,6.83,1.0,low flow,Interpolated Data
7/27/1947,6.83,1.0,low flow,Interpolated Data
7/28/1947,6.83,1.0,low flow,Interpolated Data
7/29/1947,6.83,1.0,low flow,Interpolated Data
7/30/1947,6.83,1.0,low flow,Interpolated Data
7/31/1947,6.83,1.0,low flow,Interpolated Data
8/1/1947,6.83,1.0,low flow,Interpolated Data
8/2/1947,6.83,1.0,low flow,Interpolated Data
8/3/1947,6.83,1.0,low flow,Interpolated Data
8/4/1947,6.83,1.0,low flow,Interpolated Data
8/5/1947,6.83,1.0,low flow,Interpolated Data
8/6/1947,6.83,1.0,low flow,Interpolated Data
8/7/1947,6.83,1.0,low flow,Interpolated Data
8/8/1947,6.83,1.0,low flow,Interpolated Data
8/9/1947,6.83,1.0,low flow,Interpolated Data
8/10/1947,6.83,1.0,low flow,Interpolated Data
8/11/1947,6.83,1.0,low flow,Interpolated Data
8/12/1947,6.83,1.0,low flow,Interpolated Data
8/13/1947,6.83,1.0,low flow,Interpolated Data
8/14/1947,6.83,1.0,low flow,Interpolated Data
8/15/1947,6.83,1.0,low flow,Interpolated Data
8/16/1947,6.83,1.0,low flow,Interpolated Data
8/17/1947,6.83,1.0,low flow,Interpolated Data
8/18/1947,6.83,1.0,low flow,Interpolated Data
8/19/1947,6.83,1.0,low flow,Interpolated Data
8/20/1947,6.83,1.0,low flow,Interpolated Data
8/21/1947,6.83,1.0,low flow,Interpolated Data
8/22/1947,6.83,1.0,low flow,Interpolated Data
8/23/1947,6.83,1.0,low flow,Interpolated Data
8/24/1947,6.83,1.0,low flow,Interpolated Data
8/25/1947,6.83,1.0,low flow,Interpolated Data
8/26/1947,6.83,1.0,low flow,Interpolated Data
8/27/1947,6.83,1.0,low flow,Interpolated Data
8/28/1947,6.83,1.0,low flow,Interpolated Data
8/29/1947,6.83,1.0,low flow,Interpolated Data
8/30/1947,6.83,1.0,low flow,Interpolated Data
8/31/1947,6.83,1.0,low flow,Interpolated Data
9/1/1947,6.83,1.0,low flow,Interpolated Data
9/2/1947,6.83,1.0,low flow,Interpolated Data
9/3/1947,6.83,1.0,low flow,Interpolated Data
9/4/1947,6.83,1.0,low flow,Interpolated Data
9/5/1947,6.83,1.0,low flow,Interpolated Data
9/6/1947,6.83,1.0,low flow,Interpolated Data
9/7/1947,6.83,1.0,low flow,Interpolated Data
9/8/1947,6.83,1.0,low flow,Interpolated Data
9/9/1947,6.83,1.0,low flow,Interpolated Data
9/10/1947,6.83,1.0,low flow,Interpolated Data
9/11/1947,6.83,1.0,low flow,Interpolated Data
9/12/1947,6.83,1.0,low flow,Interpolated Data
9/13/1947,6.83,1.0,low flow,Interpolated Data
9/14/1947,6.83,1.0,low flow,Interpolated Data
9/15/1947,6.83,1.0,low flow,Interpolated Data
9/16/1947,6.83,1.0,low flow,Interpolated Data
9/17/1947,6.83,1.0,low flow,Interpolated Data
9/18/1947,6.83,1.0,low flow,Interpolated Data
9/19/1947,6.83,1.0,low flow,Interpolated Data
9/20/1947,6.83,1.0,low flow,Interpolated Data
9/21/1947,6.83,1.0,low flow,Interpolated Data
9/22/1947,6.83,1.0,low flow,Interpolated Data
9/23/1947,6.83,1.0,low flow,Interpolated Data
9/24/1947,6.83,1.0,low flow,Interpolated Data
9/25/1947,6.83,1.0,low flow,Interpolated Data
9/26/1947,6.83,1.0,low flow,Interpolated Data
9/27/1947,6.83,1.0,low flow,Interpolated Data
9/28/1947,6.83,1.0,low flow,Interpolated Data
9/29/1947,6.83,1.0,low flow,Interpolated Data
9/30/1947,6.83,1.0,low flow,Interpolated Data
10/1/1947,6.83,1.0,low flow,Interpolated Data
10/2/1947,6.83,1.0,low flow,Interpolated Data
10/3/1947,6.83,1.0,low flow,Interpolated Data
10/4/1947,6.83,1.0,low flow,Interpolated Data
10/5/1947,6.83,1.0,low flow,Interpolated Data
10/6/1947,6.83,1.0,low flow,Interpolated Data
10/7/1947,6.83,1.0,low flow,Real Data
10/8/1947,6.36,1.0,low flow,Real Data
10/9/1947,6.26,1.0,low flow,Real Data
10/10/1947,6.1,1.0,low flow,Real Data
10/11/1947,6.06,1.0,low flow,Real Data
10/12/1947,5.94,1.0,low flow,Real Data
10/13/1947,5.81,1.0,low flow,Real Data
10/14/1947,5.8,1.0,low flow,Real Data
10/15/1947,8.15,1.0,low flow,Real Data
10/16/1947,6.84,1.0,low flow,Real Data
10/17/1947,6.91,1.0,low flow,Real Data
10/18/1947,6.53,1.0,low flow,Real Data
10/19/1947,5.82,1.0,low flow,Real Data
10/20/1947,5.18,1.0,low flow,Real Data
10/21/1947,4.92,1.0,low flow,Real Data
10/22/1947,4.68,1.0,low flow,Real Data
10/23/1947,4.48,1.0,low flow,Real Data
10/24/1947,4.36,1.0,low flow,Real Data
10/25/1947,4.32,1.0,low flow,Real Data
10/26/1947,4.65,1.0,low flow,Real Data
10/27/1947,4.32,1.0,low flow,Real Data
10/28/1947,4.18,1.0,low flow,Real Data
10/29/1947,4.17,1.0,low flow,Real Data
10/30/1947,3.96,1.0,low flow,Real Data
10/31/1947,3.78,1.0,low flow,Real Data
11/1/1947,3.65,1.0,low flow,Real Data
11/2/1947,3.51,1.0,low flow,Real Data
11/3/1947,3.39,1.0,low flow,Real Data
11/4/1947,3.34,1.0,low flow,Real Data
11/5/1947,3.09,1.0,low flow,Real Data
11/6/1947,3.03,1.0,low flow,Real Data
11/7/1947,2.94,1.0,low flow,Interpolated Data
11/8/1947,2.85,1.0,low flow,Interpolated Data
11/9/1947,2.76,1.0,low flow,Real Data
11/10/1947,2.76,1.0,low flow,Real Data
11/11/1947,2.79,1.0,low flow,Real Data
11/12/1947,2.79,1.0,low flow,Real Data
11/13/1947,2.72,1.0,low flow,Real Data
11/14/1947,2.65,1.0,low flow,Real Data
11/15/1947,2.6,1.0,low flow,Real Data
11/16/1947,2.69,1.0,low flow,Real Data
11/17/1947,3.21,1.0,low flow,Real Data
11/18/1947,2.71,1.0,low flow,Real Data
11/19/1947,2.65,1.0,low flow,Real Data
11/20/1947,2.63,1.0,low flow,Real Data
11/21/1947,2.67,1.0,low flow,Real Data
11/22/1947,2.66,1.0,low flow,Real Data
11/23/1947,2.63,1.0,low flow,Real Data
11/24/1947,2.87,1.0,low flow,Real Data
11/25/1947,3.78,1.0,low flow,Real Data
11/26/1947,3.75,1.0,low flow,Real Data
11/27/1947,2.82,1.0,low flow,Real Data
11/28/1947,2.91,1.0,low flow,Real Data
11/29/1947,5.99,1.0,low flow,Real Data
11/30/1947,4.54,1.0,low flow,Real Data
12/1/1947,2.75,1.0,low flow,Real Data
12/2/1947,2.65,1.0,low flow,Real Data
12/3/1947,2.55,1.0,low flow,Real Data
12/4/1947,2.54,1.0,low flow,Real Data
12/5/1947,2.54,1.0,low flow,Real Data
12/6/1947,2.54,1.0,low flow,Real Data
12/7/1947,2.54,1.0,low flow,Real Data
12/8/1947,2.6,1.0,low flow,Real Data
12/9/1947,3.95,1.0,low flow,Real Data
12/10/1947,3.73,1.0,low flow,Real Data
12/11/1947,2.81,1.0,low flow,Real Data
12/12/1947,2.61,1.0,low flow,Real Data
12/13/1947,2.78,1.0,low flow,Real Data
12/14/1947,2.66,1.0,low flow,Real Data
12/15/1947,2.55,1.0,low flow,Real Data
12/16/1947,2.5,1.0,low flow,Real Data
12/17/1947,2.04,1.0,low flow,Real Data
12/18/1947,1.85,1.0,low flow,Real Data
12/19/1947,1.79,1.0,low flow,Real Data
12/20/1947,1.84,1.0,low flow,Real Data
12/21/1947,2.0,1.0,low flow,Real Data
12/22/1947,1.89,1.0,low flow,Real Data
12/23/1947,1.81,1.0,low flow,Real Data
12/24/1947,1.77,1.0,low flow,Real Data
12/25/1947,1.63,1.0,low flow,Real Data
12/26/1947,1.61,1.0,low flow,Real Data
12/27/1947,1.62,1.0,low flow,Real Data
12/28/1947,1.6,1.0,low flow,Real Data
12/29/1947,1.61,1.0,low flow,Real Data
12/30/1947,1.64,1.0,low flow,Real Data
12/31/1947,1.7,1.0,low flow,Real Data
1/1/1948,2.57,1.0,low flow,Real Data
1/2/1948,1.95,1.0,low flow,Real Data
1/3/1948,1.96,1.0,low flow,Real Data
1/4/1948,1.8,1.0,low flow,Real Data
1/5/1948,2.26,1.0,low flow,Real Data
1/6/1948,2.5,1.0,low flow,Real Data
1/7/1948,2.21,1.0,low flow,Real Data
1/8/1948,2.44,1.0,low flow,Real Data
1/9/1948,2.04,1.0,low flow,Real Data
1/10/1948,1.84,1.0,low flow,Real Data
1/11/1948,1.71,1.0,low flow,Interpolated Data
1/12/1948,1.58,1.0,low flow,Real Data
1/13/1948,1.6,1.0,low flow,Real Data
1/14/1948,1.52,1.0,low flow,Real Data
1/15/1948,1.48,1.0,low flow,Real Data
1/16/1948,1.45,1.0,low flow,Real Data
1/17/1948,1.42,1.0,low flow,Real Data
1/18/1948,1.32,1.0,low flow,Real Data
1/19/1948,1.33,1.0,low flow,Real Data
1/20/1948,1.36,1.0,low flow,Real Data
1/21/1948,2.02,1.0,low flow,Real Data
1/22/1948,1.7,1.0,low flow,Real Data
1/23/1948,1.51,1.0,low flow,Real Data
1/24/1948,1.7,1.0,low flow,Real Data
1/25/1948,2.52,1.0,low flow,Real Data
1/26/1948,1.8,1.0,low flow,Real Data
1/27/1948,1.62,1.0,low flow,Real Data
1/28/1948,1.57,1.0,low flow,Real Data
1/29/1948,1.13,1.0,low flow,Real Data
1/30/1948,0.79,1.0,low flow,Real Data
1/31/1948,0.796,1.0,low flow,Real Data
2/1/1948,0.77,1.0,low flow,Real Data
2/2/1948,0.766,0.0,extreme low flow,Real Data
2/3/1948,0.763,0.0,extreme low flow,Real Data
2/4/1948,0.712,0.0,extreme low flow,Real Data
2/5/1948,0.676,0.0,extreme low flow,Real Data
2/6/1948,0.644,0.0,extreme low flow,Real Data
2/7/1948,0.64,0.0,extreme low flow,Real Data
2/8/1948,0.619,0.0,extreme low flow,Real Data
2/9/1948,0.595,0.0,extreme low flow,Real Data
2/10/1948,0.571,0.0,extreme low flow,Real Data
2/11/1948,0.559,0.0,extreme low flow,Real Data
2/12/1948,0.582,0.0,extreme low flow,Real Data
2/13/1948,0.572,0.0,extreme low flow,Real Data
2/14/1948,0.564,0.0,extreme low flow,Real Data
2/15/1948,0.556,0.0,extreme low flow,Real Data
2/16/1948,0.556,0.0,extreme low flow,Real Data
2/17/1948,0.556,0.0,extreme low flow,Real Data
2/18/1948,0.549,0.0,extreme low flow,Real Data
2/19/1948,0.529,0.0,extreme low flow,Real Data
2/20/1948,0.528,0.0,extreme low flow,Real Data
2/21/1948,0.528,0.0,extreme low flow,Real Data
2/22/1948,0.528,0.0,extreme low flow,Real Data
2/23/1948,0.527,0.0,extreme low flow,Real Data
2/24/1948,0.515,0.0,extreme low flow,Real Data
2/25/1948,0.64,0.0,extreme low flow,Real Data
2/26/1948,0.64,0.0,extreme low flow,Real Data
2/27/1948,0.684,0.0,extreme low flow,Real Data
2/28/1948,0.825,1.0,low flow,Real Data
2/29/1948,0.802,1.0,low flow,Real Data
3/1/1948,0.764,0.0,extreme low flow,Real Data
3/2/1948,0.77,1.0,low flow,Real Data
3/3/1948,0.885,1.0,low flow,Real Data
3/4/1948,0.857,1.0,low flow,Real Data
3/5/1948,0.768,1.0,low flow,Real Data
3/6/1948,0.778,1.0,low flow,Real Data
3/7/1948,1.02,1.0,low flow,Real Data
3/8/1948,1.07,1.0,low flow,Real Data
3/9/1948,1.21,1.0,low flow,Real Data
3/10/1948,0.934,1.0,low flow,Real Data
3/11/1948,0.882,1.0,low flow,Real Data
3/12/1948,0.823,1.0,low flow,Real Data
3/13/1948,0.764,0.0,extreme low flow,Real Data
3/14/1948,0.76,0.0,extreme low flow,Real Data
3/15/1948,0.758,0.0,extreme low flow,Real Data
3/16/1948,0.722,0.0,extreme low flow,Real Data
3/17/1948,0.689,0.0,extreme low flow,Real Data
3/18/1948,0.762,0.0,extreme low flow,Real Data
3/19/1948,0.832,1.0,low flow,Real Data
3/20/1948,0.803,1.0,low flow,Real Data
3/21/1948,0.923,1.0,low flow,Real Data
3/22/1948,0.903,1.0,low flow,Real Data
3/23/1948,0.823,1.0,low flow,Real Data
3/24/1948,0.759,0.0,extreme low flow,Real Data
3/25/1948,0.688,0.0,extreme low flow,Real Data
3/26/1948,0.682,0.0,extreme low flow,Real Data
3/27/1948,0.826,1.0,low flow,Real Data
3/28/1948,0.903,1.0,low flow,Real Data
3/29/1948,0.802,1.0,low flow,Real Data
3/30/1948,0.762,0.0,extreme low flow,Real Data
3/31/1948,0.758,0.0,extreme low flow,Real Data
4/1/1948,0.995,1.0,low flow,Real Data
4/2/1948,1.14,1.0,low flow,Real Data
4/3/1948,0.923,1.0,low flow,Real Data
4/4/1948,0.841,1.0,low flow,Real Data
4/5/1948,0.735,0.0,extreme low flow,Real Data
4/6/1948,0.756,0.0,extreme low flow,Real Data
4/7/1948,0.869,1.0,low flow,Real Data
4/8/1948,1.11,1.0,low flow,Real Data
4/9/1948,1.11,1.0,low flow,Real Data
4/10/1948,2.7,1.0,low flow,Real Data
4/11/1948,2.39,1.0,low flow,Real Data
4/12/1948,2.9,1.0,low flow,Real Data
4/13/1948,2.19,1.0,low flow,Real Data
4/14/1948,1.44,1.0,low flow,Real Data
4/15/1948,1.12,1.0,low flow,Real Data
4/16/1948,1.01,1.0,low flow,Real Data
4/17/1948,0.998,1.0,low flow,Real Data
4/18/1948,0.941,1.0,low flow,Real Data
4/19/1948,0.856,1.0,low flow,Real Data
4/20/1948,0.947,1.0,low flow,Real Data
4/21/1948,0.962,1.0,low flow,Real Data
4/22/1948,1.1,1.0,low flow,Real Data
4/23/1948,2.32,1.0,low flow,Real Data
4/24/1948,3.24,1.0,low flow,Real Data
4/25/1948,4.06,1.0,low flow,Real Data
4/26/1948,3.15,1.0,low flow,Real Data
4/27/1948,5.04,1.0,low flow,Real Data
4/28/1948,6.13,1.0,low flow,Real Data
4/29/1948,3.42,1.0,low flow,Real Data
4/30/1948,2.43,1.0,low flow,Real Data
5/1/1948,1.79,1.0,low flow,Real Data
5/2/1948,1.76,1.0,low flow,Real Data
5/3/1948,2.53,1.0,low flow,Real Data
5/4/1948,2.75,1.0,low flow,Real Data
5/5/1948,2.6,1.0,low flow,Real Data
5/6/1948,2.84,1.0,low flow,Real Data
5/7/1948,7.11,1.0,low flow,Real Data
5/8/1948,8.91,1.0,low flow,Real Data
5/9/1948,6.04,1.0,low flow,Real Data
5/10/1948,4.37,1.0,low flow,Real Data
5/11/1948,2.92,1.0,low flow,Real Data
5/12/1948,2.52,1.0,low flow,Real Data
5/13/1948,2.24,1.0,low flow,Real Data
5/14/1948,2.58,1.0,low flow,Real Data
5/15/1948,5.79,1.0,low flow,Real Data
5/16/1948,5.45,1.0,low flow,Real Data
5/17/1948,3.69,1.0,low flow,Real Data
5/18/1948,2.71,1.0,low flow,Real Data
5/19/1948,2.51,1.0,low flow,Real Data
5/20/1948,2.29,1.0,low flow,Real Data
5/21/1948,2.05,1.0,low flow,Real Data
5/22/1948,1.95,1.0,low flow,Real Data
5/23/1948,2.33,1.0,low flow,Real Data
5/24/1948,4.11,1.0,low flow,Real Data
5/25/1948,5.1,1.0,low flow,Real Data
5/26/1948,8.14,1.0,low flow,Real Data
5/27/1948,6.21,1.0,low flow,Real Data
5/28/1948,4.31,1.0,low flow,Real Data
5/29/1948,4.7,1.0,low flow,Real Data
5/30/1948,7.18,1.0,low flow,Real Data
5/31/1948,10.5,2.0,high flow pulse,Real Data
6/1/1948,9.34,1.0,low flow,Real Data
6/2/1948,16.7,2.0,high flow pulse,Real Data
6/3/1948,16.0,2.0,high flow pulse,Real Data
6/4/1948,12.6,2.0,high flow pulse,Real Data
6/5/1948,9.47,1.0,low flow,Real Data
6/6/1948,13.9,2.0,high flow pulse,Real Data
6/7/1948,16.4,2.0,high flow pulse,Real Data
6/8/1948,16.8,2.0,high flow pulse,Real Data
6/9/1948,14.5,2.0,high flow pulse,Real Data
6/10/1948,12.7,2.0,high flow pulse,Real Data
6/11/1948,12.3,2.0,high flow pulse,Real Data
6/12/1948,11.0,2.0,high flow pulse,Real Data
6/13/1948,11.8,2.0,high flow pulse,Real Data
6/14/1948,11.2,2.0,high flow pulse,Real Data
6/15/1948,9.06,1.0,low flow,Real Data
6/16/1948,8.42,1.0,low flow,Real Data
6/17/1948,8.39,1.0,low flow,Real Data
6/18/1948,8.58,1.0,low flow,Real Data
6/19/1948,8.65,1.0,low flow,Real Data
6/20/1948,12.2,3.0,small flood,Real Data
6/21/1948,14.5,3.0,small flood,Real Data
6/22/1948,16.8,3.0,small flood,Real Data
